学号	姓名	学院	地区
121170048	mEMUdoa8	其他学院	9区
131170048	mEMUdob8	其他学院	1区
121160048	mEMUdoa9	其他学院	5区
131160048	mEMUdob9	其他学院	5区
121150048	mEMUdoa10	其他学院	10区
131150048	mEMUdob10	其他学院	3区
121140048	mEMUdoa11	其他学院	11区
131140048	mEMUdob11	其他学院	3区
121130048	mEMUdoa12	其他学院	2区
131130048	mEMUdob12	其他学院	8区
121120048	mEMUdoa13	其他学院	1区
131120048	mEMUdob13	其他学院	7区
121110048	mEMUdoa14	其他学院	1区
131110048	mEMUdob14	其他学院	12区
121100048	mEMUdoa15	其他学院	12区
131100048	mEMUdob15	其他学院	12区
121090048	mEMUdoa16	其他学院	10区
131090048	mEMUdob16	其他学院	3区
121080048	mEMUdoa17	其他学院	11区
131080048	mEMUdob17	其他学院	4区
121070048	mEMUdoa18	其他学院	10区
131070048	mEMUdob18	其他学院	5区
121060048	mEMUdoa19	其他学院	8区
131060048	mEMUdob19	其他学院	11区
121050048	mEMUdoa20	其他学院	4区
131050048	mEMUdob20	其他学院	10区
121040048	mEMUdoa21	其他学院	2区
131040048	mEMUdob21	其他学院	1区
121030048	mEMUdoa22	其他学院	12区
131030048	mEMUdob22	其他学院	2区
121020048	mEMUdoa23	其他学院	7区
131020048	mEMUdob23	其他学院	10区
121010048	mEMUdoa24	其他学院	3区
131010048	mEMUdob24	其他学院	5区
121250049	DhrvTza	软件学院	7区
131250049	DhrvTzb	软件学院	7区
121240049	DhrvTza1	其他学院	1区
131240049	DhrvTzb1	其他学院	3区
121230049	DhrvTza2	其他学院	13区
131230049	DhrvTzb2	其他学院	7区
121220049	DhrvTza3	其他学院	9区
131220049	DhrvTzb3	其他学院	4区
121210049	DhrvTza4	其他学院	1区
131210049	DhrvTzb4	其他学院	2区
121200049	DhrvTza5	其他学院	9区
131200049	DhrvTzb5	其他学院	6区
121190049	DhrvTza6	其他学院	8区
131190049	DhrvTzb6	其他学院	11区
121180049	DhrvTza7	其他学院	13区
131180049	DhrvTzb7	其他学院	5区
121170049	DhrvTza8	其他学院	2区
131170049	DhrvTzb8	其他学院	6区
121160049	DhrvTza9	其他学院	5区
131160049	DhrvTzb9	其他学院	1区
121150049	DhrvTza10	其他学院	7区
131150049	DhrvTzb10	其他学院	9区
121140049	DhrvTza11	其他学院	3区
131140049	DhrvTzb11	其他学院	5区
121130049	DhrvTza12	其他学院	12区
131130049	DhrvTzb12	其他学院	11区
121120049	DhrvTza13	其他学院	10区
131120049	DhrvTzb13	其他学院	4区
121110049	DhrvTza14	其他学院	2区
131110049	DhrvTzb14	其他学院	13区
121100049	DhrvTza15	其他学院	3区
131100049	DhrvTzb15	其他学院	7区
121090049	DhrvTza16	其他学院	13区
131090049	DhrvTzb16	其他学院	12区
121080049	DhrvTza17	其他学院	5区
131080049	DhrvTzb17	其他学院	4区
121070049	DhrvTza18	其他学院	5区
131070049	DhrvTzb18	其他学院	9区
121060049	DhrvTza19	其他学院	2区
131060049	DhrvTzb19	其他学院	12区
121050049	DhrvTza20	其他学院	1区
131050049	DhrvTzb20	其他学院	10区
121040049	DhrvTza21	其他学院	12区
131040049	DhrvTzb21	其他学院	7区
121030049	DhrvTza22	其他学院	8区
131030049	DhrvTzb22	其他学院	1区
121020049	DhrvTza23	其他学院	6区
131020049	DhrvTzb23	其他学院	5区
121010049	DhrvTza24	其他学院	13区
131010049	DhrvTzb24	其他学院	10区
121250050	GtUyyca	软件学院	4区
131250050	GtUyycb	软件学院	3区
121240050	GtUyyca1	其他学院	11区
131240050	GtUyycb1	其他学院	5区
121230050	GtUyyca2	其他学院	10区
131230050	GtUyycb2	其他学院	7区
121220050	GtUyyca3	其他学院	5区
131220050	GtUyycb3	其他学院	10区
121210050	GtUyyca4	其他学院	7区
131210050	GtUyycb4	其他学院	1区
121200050	GtUyyca5	其他学院	1区
131200050	GtUyycb5	其他学院	12区
121190050	GtUyyca6	其他学院	13区
131190050	GtUyycb6	其他学院	3区
121180050	GtUyyca7	其他学院	10区
131180050	GtUyycb7	其他学院	5区
121170050	GtUyyca8	其他学院	1区
131170050	GtUyycb8	其他学院	5区
121160050	GtUyyca9	其他学院	13区
131160050	GtUyycb9	其他学院	12区
121150050	GtUyyca10	其他学院	1区
131150050	GtUyycb10	其他学院	10区
121140050	GtUyyca11	其他学院	2区
131140050	GtUyycb11	其他学院	1区
121130050	GtUyyca12	其他学院	3区
131130050	GtUyycb12	其他学院	1区
121120050	GtUyyca13	其他学院	13区
131120050	GtUyycb13	其他学院	1区
121110050	GtUyyca14	其他学院	5区
131110050	GtUyycb14	其他学院	9区
121100050	GtUyyca15	其他学院	1区
131100050	GtUyycb15	其他学院	6区
121090050	GtUyyca16	其他学院	12区
131090050	GtUyycb16	其他学院	12区
121080050	GtUyyca17	其他学院	11区
131080050	GtUyycb17	其他学院	12区
121070050	GtUyyca18	其他学院	9区
131070050	GtUyycb18	其他学院	8区
121060050	GtUyyca19	其他学院	10区
131060050	GtUyycb19	其他学院	1区
121050050	GtUyyca20	其他学院	12区
131050050	GtUyycb20	其他学院	13区
121040050	GtUyyca21	其他学院	7区
131040050	GtUyycb21	其他学院	10区
121030050	GtUyyca22	其他学院	8区
131030050	GtUyycb22	其他学院	6区
121020050	GtUyyca23	其他学院	8区
131020050	GtUyycb23	其他学院	11区
121010050	GtUyyca24	其他学院	4区
131010050	GtUyycb24	其他学院	10区
121250051	FlpQgya	软件学院	7区
131250051	FlpQgyb	软件学院	2区
121240051	FlpQgya1	其他学院	4区
131240051	FlpQgyb1	其他学院	1区
121230051	FlpQgya2	其他学院	1区
131230051	FlpQgyb2	其他学院	10区
121220051	FlpQgya3	其他学院	12区
131220051	FlpQgyb3	其他学院	3区
121210051	FlpQgya4	其他学院	9区
131210051	FlpQgyb4	其他学院	12区
121200051	FlpQgya5	其他学院	11区
131200051	FlpQgyb5	其他学院	13区
121190051	FlpQgya6	其他学院	7区
131190051	FlpQgyb6	其他学院	9区
121180051	FlpQgya7	其他学院	8区
131180051	FlpQgyb7	其他学院	2区
121170051	FlpQgya8	其他学院	11区
131170051	FlpQgyb8	其他学院	13区
121160051	FlpQgya9	其他学院	8区
131160051	FlpQgyb9	其他学院	8区
121150051	FlpQgya10	其他学院	3区
131150051	FlpQgyb10	其他学院	13区
121140051	FlpQgya11	其他学院	5区
131140051	FlpQgyb11	其他学院	10区
121130051	FlpQgya12	其他学院	8区
131130051	FlpQgyb12	其他学院	9区
121120051	FlpQgya13	其他学院	1区
131120051	FlpQgyb13	其他学院	3区
121110051	FlpQgya14	其他学院	5区
131110051	FlpQgyb14	其他学院	6区
121100051	FlpQgya15	其他学院	5区
131100051	FlpQgyb15	其他学院	10区
121090051	FlpQgya16	其他学院	7区
131090051	FlpQgyb16	其他学院	6区
121080051	FlpQgya17	其他学院	1区
131080051	FlpQgyb17	其他学院	10区
121070051	FlpQgya18	其他学院	3区
131070051	FlpQgyb18	其他学院	11区
121060051	FlpQgya19	其他学院	10区
131060051	FlpQgyb19	其他学院	1区
121050051	FlpQgya20	其他学院	6区
131050051	FlpQgyb20	其他学院	10区
121040051	FlpQgya21	其他学院	3区
131040051	FlpQgyb21	其他学院	8区
121030051	FlpQgya22	其他学院	2区
131030051	FlpQgyb22	其他学院	9区
121020051	FlpQgya23	其他学院	1区
131020051	FlpQgyb23	其他学院	11区
121010051	FlpQgya24	其他学院	2区
131010051	FlpQgyb24	其他学院	3区
121250052	DTjEuaa	软件学院	5区
131250052	DTjEuab	软件学院	11区
121240052	DTjEuaa1	其他学院	10区
131240052	DTjEuab1	其他学院	2区
121230052	DTjEuaa2	其他学院	12区
131230052	DTjEuab2	其他学院	12区
121220052	DTjEuaa3	其他学院	10区
131220052	DTjEuab3	其他学院	10区
121210052	DTjEuaa4	其他学院	11区
131210052	DTjEuab4	其他学院	2区
121200052	DTjEuaa5	其他学院	11区
131200052	DTjEuab5	其他学院	11区
121190052	DTjEuaa6	其他学院	6区
131190052	DTjEuab6	其他学院	8区
121180052	DTjEuaa7	其他学院	5区
131180052	DTjEuab7	其他学院	3区
121170052	DTjEuaa8	其他学院	2区
131170052	DTjEuab8	其他学院	13区
121160052	DTjEuaa9	其他学院	9区
131160052	DTjEuab9	其他学院	9区
121150052	DTjEuaa10	其他学院	6区
131150052	DTjEuab10	其他学院	9区
121140052	DTjEuaa11	其他学院	8区
131140052	DTjEuab11	其他学院	10区
121130052	DTjEuaa12	其他学院	7区
131130052	DTjEuab12	其他学院	10区
121120052	DTjEuaa13	其他学院	2区
131120052	DTjEuab13	其他学院	4区
121110052	DTjEuaa14	其他学院	13区
131110052	DTjEuab14	其他学院	10区
121100052	DTjEuaa15	其他学院	5区
131100052	DTjEuab15	其他学院	4区
121090052	DTjEuaa16	其他学院	11区
131090052	DTjEuab16	其他学院	10区
121080052	DTjEuaa17	其他学院	8区
131080052	DTjEuab17	其他学院	3区
121070052	DTjEuaa18	其他学院	3区
131070052	DTjEuab18	其他学院	4区
121060052	DTjEuaa19	其他学院	13区
131060052	DTjEuab19	其他学院	1区
121050052	DTjEuaa20	其他学院	2区
131050052	DTjEuab20	其他学院	13区
121040052	DTjEuaa21	其他学院	11区
131040052	DTjEuab21	其他学院	5区
121030052	DTjEuaa22	其他学院	8区
131030052	DTjEuab22	其他学院	11区
121020052	DTjEuaa23	其他学院	12区
131020052	DTjEuab23	其他学院	3区
121010052	DTjEuaa24	其他学院	4区
131010052	DTjEuab24	其他学院	1区
121250053	mwWMNGa	软件学院	2区
131250053	mwWMNGb	软件学院	10区
121240053	mwWMNGa1	其他学院	6区
131240053	mwWMNGb1	其他学院	13区
121230053	mwWMNGa2	其他学院	2区
131230053	mwWMNGb2	其他学院	12区
121220053	mwWMNGa3	其他学院	13区
131220053	mwWMNGb3	其他学院	3区
121210053	mwWMNGa4	其他学院	2区
131210053	mwWMNGb4	其他学院	2区
121200053	mwWMNGa5	其他学院	2区
131200053	mwWMNGb5	其他学院	10区
121190053	mwWMNGa6	其他学院	13区
131190053	mwWMNGb6	其他学院	7区
121180053	mwWMNGa7	其他学院	4区
131180053	mwWMNGb7	其他学院	11区
121170053	mwWMNGa8	其他学院	11区
131170053	mwWMNGb8	其他学院	13区
121160053	mwWMNGa9	其他学院	11区
131160053	mwWMNGb9	其他学院	5区
121150053	mwWMNGa10	其他学院	12区
131150053	mwWMNGb10	其他学院	10区
121140053	mwWMNGa11	其他学院	5区
131140053	mwWMNGb11	其他学院	3区
121130053	mwWMNGa12	其他学院	1区
131130053	mwWMNGb12	其他学院	1区
121120053	mwWMNGa13	其他学院	1区
131120053	mwWMNGb13	其他学院	10区
121110053	mwWMNGa14	其他学院	13区
131110053	mwWMNGb14	其他学院	5区
121100053	mwWMNGa15	其他学院	2区
131100053	mwWMNGb15	其他学院	2区
121090053	mwWMNGa16	其他学院	11区
131090053	mwWMNGb16	其他学院	3区
121080053	mwWMNGa17	其他学院	8区
131080053	mwWMNGb17	其他学院	5区
121070053	mwWMNGa18	其他学院	11区
131070053	mwWMNGb18	其他学院	5区
121060053	mwWMNGa19	其他学院	11区
131060053	mwWMNGb19	其他学院	9区
121050053	mwWMNGa20	其他学院	4区
131050053	mwWMNGb20	其他学院	7区
121040053	mwWMNGa21	其他学院	1区
131040053	mwWMNGb21	其他学院	11区
121030053	mwWMNGa22	其他学院	6区
131030053	mwWMNGb22	其他学院	13区
121020053	mwWMNGa23	其他学院	5区
131020053	mwWMNGb23	其他学院	6区
121010053	mwWMNGa24	其他学院	7区
131010053	mwWMNGb24	其他学院	11区
121250054	VaDwVxa	软件学院	3区
131250054	VaDwVxb	软件学院	12区
121240054	VaDwVxa1	其他学院	8区
131240054	VaDwVxb1	其他学院	9区
121230054	VaDwVxa2	其他学院	8区
131230054	VaDwVxb2	其他学院	10区
121220054	VaDwVxa3	其他学院	5区
131220054	VaDwVxb3	其他学院	5区
121210054	VaDwVxa4	其他学院	6区
131210054	VaDwVxb4	其他学院	4区
121200054	VaDwVxa5	其他学院	7区
131200054	VaDwVxb5	其他学院	9区
121190054	VaDwVxa6	其他学院	1区
131190054	VaDwVxb6	其他学院	2区
121180054	VaDwVxa7	其他学院	12区
131180054	VaDwVxb7	其他学院	5区
121170054	VaDwVxa8	其他学院	10区
131170054	VaDwVxb8	其他学院	10区
121160054	VaDwVxa9	其他学院	11区
131160054	VaDwVxb9	其他学院	11区
121150054	VaDwVxa10	其他学院	12区
131150054	VaDwVxb10	其他学院	9区
121140054	VaDwVxa11	其他学院	9区
131140054	VaDwVxb11	其他学院	8区
121130054	VaDwVxa12	其他学院	13区
131130054	VaDwVxb12	其他学院	12区
121120054	VaDwVxa13	其他学院	7区
131120054	VaDwVxb13	其他学院	2区
121110054	VaDwVxa14	其他学院	4区
131110054	VaDwVxb14	其他学院	7区
121100054	VaDwVxa15	其他学院	1区
131100054	VaDwVxb15	其他学院	9区
121090054	VaDwVxa16	其他学院	4区
131090054	VaDwVxb16	其他学院	10区
121080054	VaDwVxa17	其他学院	9区
131080054	VaDwVxb17	其他学院	9区
121070054	VaDwVxa18	其他学院	12区
131070054	VaDwVxb18	其他学院	8区
121060054	VaDwVxa19	其他学院	11区
131060054	VaDwVxb19	其他学院	13区
121050054	VaDwVxa20	其他学院	7区
131050054	VaDwVxb20	其他学院	8区
121040054	VaDwVxa21	其他学院	8区
131040054	VaDwVxb21	其他学院	11区
121030054	VaDwVxa22	其他学院	7区
131030054	VaDwVxb22	其他学院	8区
121020054	VaDwVxa23	其他学院	11区
131020054	VaDwVxb23	其他学院	8区
121010054	VaDwVxa24	其他学院	10区
131010054	VaDwVxb24	其他学院	8区
121250055	bUpknRa	软件学院	7区
131250055	bUpknRb	软件学院	1区
121240055	bUpknRa1	其他学院	2区
131240055	bUpknRb1	其他学院	7区
121230055	bUpknRa2	其他学院	11区
131230055	bUpknRb2	其他学院	8区
121220055	bUpknRa3	其他学院	10区
131220055	bUpknRb3	其他学院	2区
121210055	bUpknRa4	其他学院	10区
131210055	bUpknRb4	其他学院	11区
121200055	bUpknRa5	其他学院	12区
131200055	bUpknRb5	其他学院	7区
121190055	bUpknRa6	其他学院	11区
131190055	bUpknRb6	其他学院	10区
121180055	bUpknRa7	其他学院	13区
131180055	bUpknRb7	其他学院	9区
121170055	bUpknRa8	其他学院	7区
131170055	bUpknRb8	其他学院	4区
121160055	bUpknRa9	其他学院	5区
131160055	bUpknRb9	其他学院	13区
121150055	bUpknRa10	其他学院	11区
131150055	bUpknRb10	其他学院	6区
121140055	bUpknRa11	其他学院	11区
131140055	bUpknRb11	其他学院	2区
121130055	bUpknRa12	其他学院	9区
131130055	bUpknRb12	其他学院	5区
121120055	bUpknRa13	其他学院	6区
131120055	bUpknRb13	其他学院	13区
121110055	bUpknRa14	其他学院	2区
131110055	bUpknRb14	其他学院	3区
121100055	bUpknRa15	其他学院	5区
131100055	bUpknRb15	其他学院	1区
121090055	bUpknRa16	其他学院	3区
131090055	bUpknRb16	其他学院	5区
121080055	bUpknRa17	其他学院	11区
131080055	bUpknRb17	其他学院	5区
121070055	bUpknRa18	其他学院	12区
131070055	bUpknRb18	其他学院	2区
121060055	bUpknRa19	其他学院	3区
131060055	bUpknRb19	其他学院	12区
121050055	bUpknRa20	其他学院	3区
131050055	bUpknRb20	其他学院	2区
121040055	bUpknRa21	其他学院	8区
131040055	bUpknRb21	其他学院	12区
121030055	bUpknRa22	其他学院	1区
131030055	bUpknRb22	其他学院	1区
121020055	bUpknRa23	其他学院	11区
131020055	bUpknRb23	其他学院	8区
121010055	bUpknRa24	其他学院	12区
131010055	bUpknRb24	其他学院	10区
121250056	CJBXEEa	软件学院	8区
131250056	CJBXEEb	软件学院	1区
121240056	CJBXEEa1	其他学院	8区
131240056	CJBXEEb1	其他学院	5区
121230056	CJBXEEa2	其他学院	10区
131230056	CJBXEEb2	其他学院	1区
121220056	CJBXEEa3	其他学院	5区
131220056	CJBXEEb3	其他学院	2区
121210056	CJBXEEa4	其他学院	11区
131210056	CJBXEEb4	其他学院	7区
121200056	CJBXEEa5	其他学院	13区
131200056	CJBXEEb5	其他学院	9区
121190056	CJBXEEa6	其他学院	13区
131190056	CJBXEEb6	其他学院	3区
121180056	CJBXEEa7	其他学院	8区
131180056	CJBXEEb7	其他学院	3区
121170056	CJBXEEa8	其他学院	8区
131170056	CJBXEEb8	其他学院	9区
121160056	CJBXEEa9	其他学院	10区
131160056	CJBXEEb9	其他学院	1区
121150056	CJBXEEa10	其他学院	10区
131150056	CJBXEEb10	其他学院	3区
121140056	CJBXEEa11	其他学院	5区
131140056	CJBXEEb11	其他学院	1区
121130056	CJBXEEa12	其他学院	5区
131130056	CJBXEEb12	其他学院	13区
121120056	CJBXEEa13	其他学院	12区
131120056	CJBXEEb13	其他学院	2区
121110056	CJBXEEa14	其他学院	7区
131110056	CJBXEEb14	其他学院	11区
121100056	CJBXEEa15	其他学院	6区
131100056	CJBXEEb15	其他学院	4区
121090056	CJBXEEa16	其他学院	5区
131090056	CJBXEEb16	其他学院	9区
121080056	CJBXEEa17	其他学院	5区
131080056	CJBXEEb17	其他学院	10区
121070056	CJBXEEa18	其他学院	7区
131070056	CJBXEEb18	其他学院	12区
121060056	CJBXEEa19	其他学院	3区
131060056	CJBXEEb19	其他学院	5区
121050056	CJBXEEa20	其他学院	8区
131050056	CJBXEEb20	其他学院	10区
121040056	CJBXEEa21	其他学院	11区
131040056	CJBXEEb21	其他学院	4区
121030056	CJBXEEa22	其他学院	10区
131030056	CJBXEEb22	其他学院	9区
121020056	CJBXEEa23	其他学院	9区
131020056	CJBXEEb23	其他学院	10区
121010056	CJBXEEa24	其他学院	2区
131010056	CJBXEEb24	其他学院	1区
121250057	XSwKGMa	软件学院	7区
131250057	XSwKGMb	软件学院	12区
121240057	XSwKGMa1	其他学院	4区
131240057	XSwKGMb1	其他学院	8区
121230057	XSwKGMa2	其他学院	5区
131230057	XSwKGMb2	其他学院	5区
121220057	XSwKGMa3	其他学院	12区
131220057	XSwKGMb3	其他学院	4区
121210057	XSwKGMa4	其他学院	5区
131210057	XSwKGMb4	其他学院	8区
121200057	XSwKGMa5	其他学院	6区
131200057	XSwKGMb5	其他学院	1区
121190057	XSwKGMa6	其他学院	10区
131190057	XSwKGMb6	其他学院	5区
121180057	XSwKGMa7	其他学院	3区
131180057	XSwKGMb7	其他学院	8区
121170057	XSwKGMa8	其他学院	6区
131170057	XSwKGMb8	其他学院	12区
121160057	XSwKGMa9	其他学院	11区
131160057	XSwKGMb9	其他学院	3区
121150057	XSwKGMa10	其他学院	13区
131150057	XSwKGMb10	其他学院	5区
121140057	XSwKGMa11	其他学院	13区
131140057	XSwKGMb11	其他学院	4区
121130057	XSwKGMa12	其他学院	3区
131130057	XSwKGMb12	其他学院	11区
121120057	XSwKGMa13	其他学院	5区
131120057	XSwKGMb13	其他学院	9区
121110057	XSwKGMa14	其他学院	6区
131110057	XSwKGMb14	其他学院	10区
121100057	XSwKGMa15	其他学院	3区
131100057	XSwKGMb15	其他学院	3区
121090057	XSwKGMa16	其他学院	7区
131090057	XSwKGMb16	其他学院	4区
121080057	XSwKGMa17	其他学院	10区
131080057	XSwKGMb17	其他学院	2区
121070057	XSwKGMa18	其他学院	10区
131070057	XSwKGMb18	其他学院	1区
121060057	XSwKGMa19	其他学院	8区
131060057	XSwKGMb19	其他学院	3区
121050057	XSwKGMa20	其他学院	5区
131050057	XSwKGMb20	其他学院	10区
121040057	XSwKGMa21	其他学院	2区
131040057	XSwKGMb21	其他学院	11区
121030057	XSwKGMa22	其他学院	5区
131030057	XSwKGMb22	其他学院	8区
121020057	XSwKGMa23	其他学院	6区
131020057	XSwKGMb23	其他学院	12区
121010057	XSwKGMa24	其他学院	5区
131010057	XSwKGMb24	其他学院	11区
121250058	JnEgqea	软件学院	5区
131250058	JnEgqeb	软件学院	11区
121240058	JnEgqea1	其他学院	3区
131240058	JnEgqeb1	其他学院	2区
121230058	JnEgqea2	其他学院	6区
131230058	JnEgqeb2	其他学院	7区
121220058	JnEgqea3	其他学院	13区
131220058	JnEgqeb3	其他学院	8区
121210058	JnEgqea4	其他学院	2区
131210058	JnEgqeb4	其他学院	10区
121200058	JnEgqea5	其他学院	1区
131200058	JnEgqeb5	其他学院	9区
121190058	JnEgqea6	其他学院	10区
131190058	JnEgqeb6	其他学院	5区
121180058	JnEgqea7	其他学院	13区
131180058	JnEgqeb7	其他学院	1区
121170058	JnEgqea8	其他学院	9区
131170058	JnEgqeb8	其他学院	4区
121160058	JnEgqea9	其他学院	4区
131160058	JnEgqeb9	其他学院	13区
121150058	JnEgqea10	其他学院	6区
131150058	JnEgqeb10	其他学院	8区
121140058	JnEgqea11	其他学院	11区
131140058	JnEgqeb11	其他学院	5区
121130058	JnEgqea12	其他学院	6区
131130058	JnEgqeb12	其他学院	12区
121120058	JnEgqea13	其他学院	5区
131120058	JnEgqeb13	其他学院	10区
121110058	JnEgqea14	其他学院	6区
131110058	JnEgqeb14	其他学院	5区
121100058	JnEgqea15	其他学院	3区
131100058	JnEgqeb15	其他学院	12区
121090058	JnEgqea16	其他学院	8区
131090058	JnEgqeb16	其他学院	12区
121080058	JnEgqea17	其他学院	6区
131080058	JnEgqeb17	其他学院	8区
121070058	JnEgqea18	其他学院	13区
131070058	JnEgqeb18	其他学院	7区
121060058	JnEgqea19	其他学院	7区
131060058	JnEgqeb19	其他学院	8区
121050058	JnEgqea20	其他学院	8区
131050058	JnEgqeb20	其他学院	12区
121040058	JnEgqea21	其他学院	3区
131040058	JnEgqeb21	其他学院	3区
121030058	JnEgqea22	其他学院	1区
131030058	JnEgqeb22	其他学院	10区
121020058	JnEgqea23	其他学院	10区
131020058	JnEgqeb23	其他学院	12区
121010058	JnEgqea24	其他学院	5区
131010058	JnEgqeb24	其他学院	1区
121250059	DidTSsa	软件学院	4区
131250059	DidTSsb	软件学院	2区
121240059	DidTSsa1	其他学院	7区
131240059	DidTSsb1	其他学院	5区
121230059	DidTSsa2	其他学院	6区
131230059	DidTSsb2	其他学院	5区
121220059	DidTSsa3	其他学院	13区
131220059	DidTSsb3	其他学院	1区
121210059	DidTSsa4	其他学院	12区
131210059	DidTSsb4	其他学院	11区
121200059	DidTSsa5	其他学院	7区
131200059	DidTSsb5	其他学院	5区
121190059	DidTSsa6	其他学院	1区
131190059	DidTSsb6	其他学院	6区
121180059	DidTSsa7	其他学院	5区
131180059	DidTSsb7	其他学院	10区
121170059	DidTSsa8	其他学院	3区
131170059	DidTSsb8	其他学院	9区
121160059	DidTSsa9	其他学院	11区
131160059	DidTSsb9	其他学院	5区
121150059	DidTSsa10	其他学院	11区
131150059	DidTSsb10	其他学院	12区
121140059	DidTSsa11	其他学院	5区
131140059	DidTSsb11	其他学院	7区
121130059	DidTSsa12	其他学院	7区
131130059	DidTSsb12	其他学院	2区
121120059	DidTSsa13	其他学院	2区
131120059	DidTSsb13	其他学院	4区
121110059	DidTSsa14	其他学院	9区
131110059	DidTSsb14	其他学院	3区
121100059	DidTSsa15	其他学院	10区
131100059	DidTSsb15	其他学院	7区
121090059	DidTSsa16	其他学院	9区
131090059	DidTSsb16	其他学院	13区
121080059	DidTSsa17	其他学院	9区
131080059	DidTSsb17	其他学院	13区
121070059	DidTSsa18	其他学院	9区
131070059	DidTSsb18	其他学院	8区
121060059	DidTSsa19	其他学院	5区
131060059	DidTSsb19	其他学院	2区
121050059	DidTSsa20	其他学院	13区
131050059	DidTSsb20	其他学院	6区
121040059	DidTSsa21	其他学院	10区
131040059	DidTSsb21	其他学院	5区
121030059	DidTSsa22	其他学院	12区
131030059	DidTSsb22	其他学院	12区
121020059	DidTSsa23	其他学院	11区
131020059	DidTSsb23	其他学院	11区
121010059	DidTSsa24	其他学院	2区
131010059	DidTSsb24	其他学院	6区
121250060	ZeejBHa	软件学院	1区
131250060	ZeejBHb	软件学院	7区
121240060	ZeejBHa1	其他学院	5区
131240060	ZeejBHb1	其他学院	8区
121230060	ZeejBHa2	其他学院	3区
131230060	ZeejBHb2	其他学院	9区
121220060	ZeejBHa3	其他学院	6区
131220060	ZeejBHb3	其他学院	9区
121210060	ZeejBHa4	其他学院	12区
131210060	ZeejBHb4	其他学院	12区
121200060	ZeejBHa5	其他学院	12区
131200060	ZeejBHb5	其他学院	9区
121190060	ZeejBHa6	其他学院	11区
131190060	ZeejBHb6	其他学院	4区
121180060	ZeejBHa7	其他学院	11区
131180060	ZeejBHb7	其他学院	2区
121170060	ZeejBHa8	其他学院	2区
131170060	ZeejBHb8	其他学院	12区
121160060	ZeejBHa9	其他学院	8区
131160060	ZeejBHb9	其他学院	4区
121150060	ZeejBHa10	其他学院	8区
131150060	ZeejBHb10	其他学院	10区
121140060	ZeejBHa11	其他学院	13区
131140060	ZeejBHb11	其他学院	8区
121130060	ZeejBHa12	其他学院	12区
131130060	ZeejBHb12	其他学院	7区
121120060	ZeejBHa13	其他学院	11区
131120060	ZeejBHb13	其他学院	10区
121110060	ZeejBHa14	其他学院	8区
131110060	ZeejBHb14	其他学院	8区
121100060	ZeejBHa15	其他学院	8区
131100060	ZeejBHb15	其他学院	2区
121090060	ZeejBHa16	其他学院	12区
131090060	ZeejBHb16	其他学院	6区
121080060	ZeejBHa17	其他学院	7区
131080060	ZeejBHb17	其他学院	4区
121070060	ZeejBHa18	其他学院	13区
131070060	ZeejBHb18	其他学院	2区
121060060	ZeejBHa19	其他学院	5区
131060060	ZeejBHb19	其他学院	8区
121050060	ZeejBHa20	其他学院	2区
131050060	ZeejBHb20	其他学院	11区
121040060	ZeejBHa21	其他学院	11区
131040060	ZeejBHb21	其他学院	8区
121030060	ZeejBHa22	其他学院	1区
131030060	ZeejBHb22	其他学院	9区
121020060	ZeejBHa23	其他学院	13区
131020060	ZeejBHb23	其他学院	12区
121010060	ZeejBHa24	其他学院	11区
131010060	ZeejBHb24	其他学院	13区
121250061	oCmLACa	软件学院	11区
131250061	oCmLACb	软件学院	1区
121240061	oCmLACa1	其他学院	2区
131240061	oCmLACb1	其他学院	3区
121230061	oCmLACa2	其他学院	2区
131230061	oCmLACb2	其他学院	9区
121220061	oCmLACa3	其他学院	5区
131220061	oCmLACb3	其他学院	7区
121210061	oCmLACa4	其他学院	9区
131210061	oCmLACb4	其他学院	4区
121200061	oCmLACa5	其他学院	10区
131200061	oCmLACb5	其他学院	4区
121190061	oCmLACa6	其他学院	9区
131190061	oCmLACb6	其他学院	8区
121180061	oCmLACa7	其他学院	4区
131180061	oCmLACb7	其他学院	2区
121170061	oCmLACa8	其他学院	12区
131170061	oCmLACb8	其他学院	2区
121160061	oCmLACa9	其他学院	12区
131160061	oCmLACb9	其他学院	7区
121150061	oCmLACa10	其他学院	12区
131150061	oCmLACb10	其他学院	8区
121140061	oCmLACa11	其他学院	8区
131140061	oCmLACb11	其他学院	1区
121130061	oCmLACa12	其他学院	11区
131130061	oCmLACb12	其他学院	1区
121120061	oCmLACa13	其他学院	9区
131120061	oCmLACb13	其他学院	12区
121110061	oCmLACa14	其他学院	7区
131110061	oCmLACb14	其他学院	11区
121100061	oCmLACa15	其他学院	8区
131100061	oCmLACb15	其他学院	11区
121090061	oCmLACa16	其他学院	8区
131090061	oCmLACb16	其他学院	11区
121080061	oCmLACa17	其他学院	7区
131080061	oCmLACb17	其他学院	6区
121070061	oCmLACa18	其他学院	2区
131070061	oCmLACb18	其他学院	9区
121060061	oCmLACa19	其他学院	1区
131060061	oCmLACb19	其他学院	8区
121050061	oCmLACa20	其他学院	11区
131050061	oCmLACb20	其他学院	6区
121040061	oCmLACa21	其他学院	12区
131040061	oCmLACb21	其他学院	5区
121030061	oCmLACa22	其他学院	2区
131030061	oCmLACb22	其他学院	5区
121020061	oCmLACa23	其他学院	5区
131020061	oCmLACb23	其他学院	4区
